"date","category_number","latitude","longitude","parameter_name","raw_concentration","AQI","location","agency","V10","V11","category","traffic_index_live","jams_delay","jams_length","jams_count","temp","pressure","humidity","temp_min","temp_max","weather_main","weather_description","wind_speed","wind_deg","sunrise","sunset","feels_like"
2020-11-11 23:00:00,1,38.895683,-76.958089,"NO2",5.35,5,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,53,46.9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.859402,-77.058899,"NO2",3.8,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.859402,-77.058899,"OZONE",14,14,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.921848,-77.013176,"SO2",1.21,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.921848,-77.013176,"OZONE",12.8,14,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.921848,-77.013176,"PM2.5",3,15,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.970101,-77.016715,"NO2",4.24,4,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.921848,-77.013176,"NO2",9.9,8,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.894749,-76.953427,"NO2",10.68,9,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.895683,-76.958089,"OZONE",14.1,15,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.894749,-76.953427,"PM2.5",7,26,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.970101,-77.016715,"OZONE",14.2,15,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.875161,-77.012816,"PM2.5",3,14,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.895683,-76.958089,"PM2.5",3,8,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 00:00:00,1,38.895683,-76.958089,"NO2",5.51,5,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,26.3,56.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.859402,-77.058899,"OZONE",13,13,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.894749,-76.953427,"NO2",8.08,8,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.895683,-76.958089,"OZONE",11.1,10,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.921848,-77.013176,"SO2",1.183,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.895683,-76.958089,"PM2.5",3,10,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.894749,-76.953427,"PM2.5",7,28,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.921848,-77.013176,"OZONE",13.4,14,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.921848,-77.013176,"PM2.5",7,22,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.895683,-76.958089,"NO2",7.32,7,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.970101,-77.016715,"NO2",5.25,5,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.859402,-77.058899,"NO2",3.2,3,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.970101,-77.016715,"OZONE",12.2,13,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.875161,-77.012816,"PM2.5",4,15,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 01:00:00,1,38.921848,-77.013176,"NO2",8.22,8,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",5,18.3,2.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.921848,-77.013176,"SO2",1.256,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.859402,-77.058899,"OZONE",9,11,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.970101,-77.016715,"NO2",8.32,8,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.894749,-76.953427,"PM2.5",8,30,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.921848,-77.013176,"NO2",7.44,7,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.894749,-76.953427,"NO2",9.31,8,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.895683,-76.958089,"OZONE",8.7,9,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.921848,-77.013176,"OZONE",13.3,14,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.895683,-76.958089,"PM2.5",8,22,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.921848,-77.013176,"PM2.5",9,30,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.895683,-76.958089,"NO2",8.99,8,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.859402,-77.058899,"NO2",5.1,5,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.875161,-77.012816,"PM2.5",8,24,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 02:00:00,1,38.970101,-77.016715,"OZONE",6.1,8,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",4,19.7,3.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.894749,-76.953427,"NO2",13.99,12,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.895683,-76.958089,"NO2",13.98,12,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.859402,-77.058899,"OZONE",5,7,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.895683,-76.958089,"OZONE",5.4,8,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.894749,-76.953427,"PM2.5",9,34,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.921848,-77.013176,"NO2",10.82,9,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.970101,-77.016715,"OZONE",2.5,6,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.875161,-77.012816,"PM2.5",5,23,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.921848,-77.013176,"SO2",1.031,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.895683,-76.958089,"PM2.5",4,19,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.921848,-77.013176,"OZONE",8.7,10,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.859402,-77.058899,"NO2",8.5,8,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.970101,-77.016715,"NO2",11.04,10,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 03:00:00,1,38.921848,-77.013176,"PM2.5",6,27,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",3,1.5,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.921848,-77.013176,"SO2",1.278,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.859402,-77.058899,"NO2",8.9,8,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.921848,-77.013176,"PM2.5",2,18,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.970101,-77.016715,"OZONE",2.5,6,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.921848,-77.013176,"OZONE",10.1,13,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.859402,-77.058899,"OZONE",6,7,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.921848,-77.013176,"NO2",9.95,8,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.895683,-76.958089,"NO2",10.19,9,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.894749,-76.953427,"NO2",12.15,11,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.894749,-76.953427,"PM2.5",3,23,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.970101,-77.016715,"NO2",12.21,11,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.895683,-76.958089,"PM2.5",6,22,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.895683,-76.958089,"OZONE",7.2,11,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 04:00:00,1,38.875161,-77.012816,"PM2.5",6,24,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",0,3.2,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.970101,-77.016715,"NO2",6.86,6,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.921848,-77.013176,"OZONE",18.6,15,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.894749,-76.953427,"PM2.5",-1,9,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.859402,-77.058899,"OZONE",12,12,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.894749,-76.953427,"NO2",4.4,4,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.859402,-77.058899,"NO2",6.1,6,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.921848,-77.013176,"SO2",1.289,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.921848,-77.013176,"PM2.5",0,9,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.895683,-76.958089,"OZONE",17.9,14,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.895683,-76.958089,"NO2",4.18,4,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.970101,-77.016715,"OZONE",12.4,14,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.895683,-76.958089,"PM2.5",-4,3,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.921848,-77.013176,"NO2",5.92,5,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 05:00:00,1,38.875161,-77.012816,"PM2.5",4,20,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",3,22.8,10.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.921848,-77.013176,"SO2",1.182,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.859402,-77.058899,"NO2",5.3,5,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.921848,-77.013176,"NO2",8.28,8,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.921848,-77.013176,"PM2.5",-1,2,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.921848,-77.013176,"OZONE",16.5,15,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.894749,-76.953427,"NO2",4.86,4,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.895683,-76.958089,"OZONE",14.5,13,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.859402,-77.058899,"OZONE",12,11,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.970101,-77.016715,"OZONE",15.6,16,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.895683,-76.958089,"PM2.5",4,10,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.875161,-77.012816,"PM2.5",0,10,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.895683,-76.958089,"NO2",5.46,5,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.894749,-76.953427,"PM2.5",4,13,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 06:00:00,1,38.970101,-77.016715,"NO2",5.55,5,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",6,92.6,31.8,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.921848,-77.013176,"PM2.5",2,5,"McMillan Reservoir","District of Columbia - Department of Energy and Environment",110010043,840110010043,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.859402,-77.058899,"NO2",2.7,2,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.921848,-77.013176,"SO2",1.201,1,"McMillan NCORE","District of Columbia - Department of Energy and Environment",110010044,840110010044,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.894749,-76.953427,"PM2.5",-1,4,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.970101,-77.016715,"OZONE",16.3,17,"TakomaRec","District of Columbia - Department of Energy and Environment",110010050,840110010050,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.859402,-77.058899,"OZONE",17,14,"AURORA HILLS","Virginia Dept. of Environmental Quality",510130020,840510130020,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.895683,-76.958089,"OZONE",17.1,14,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.875161,-77.012816,"PM2.5",-2,1,"King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment",840110010053,840840110010053,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.895683,-76.958089,"PM2.5",2,9,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.894749,-76.953427,"NO2",3.61,3,"DCNearRoad","District of Columbia - Department of Energy and Environment",110010051,840110010051,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-11-12 07:00:00,1,38.895683,-76.958089,"NO2",3.24,3,"RIVER_Terrace","District of Columbia - Department of Energy and Environment",110010041,840110010041,"good",9,130.4,56.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
